Time,max capacity,pod_1,pod_2,pod_3,pod_4,pod_6,pod_7,pod_9,pod_10,pod_11,pod_12,pod_13,pod_15,pod_16,pod_17,pod_18,pod_19,pod_20,pod_21,pod_22,pod_23,pod_24,pod_25,pod_26,pod_27,pod_28,pod_29,pod_30,pod_31,pod_32,pod_33,pod_34,pod_35,pod_36,pod_37,pod_38,pod_39,pod_40,pod_41,pod_42,pod_43,pod_44,pod_45,pod_46,pod_47,pod_48,pod_49,pod_50,pod_51,pod_52,pod_53,pod_54,pod_55,pod_56,pod_57,pod_58,pod_59,pod_60,pod_61
2025-12-07 09:20:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,4.53 GiB,,,,,,,,,,,,1.22 GiB,25.3 MiB,66.1 MiB,8.44 GiB,18.5 MiB,559 MiB,19.0 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,556 MiB,159 MiB,162 MiB,533 MiB,175 MiB,168 MiB,29.4 MiB,187 MiB,10.2 MiB,24.5 MiB,91.4 MiB,103 MiB,538 MiB,13.2 MiB,25.0 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,609 MiB,893 MiB,907 MiB,900 MiB,788 MiB,33.1 MiB,123 MiB,34.6 MiB,9.58 MiB
2025-12-07 09:22:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,4.53 GiB,,,,,,,,,,,,1.22 GiB,24.6 MiB,66.1 MiB,8.44 GiB,3.08 MiB,560 MiB,19.0 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,574 MiB,159 MiB,162 MiB,533 MiB,175 MiB,168 MiB,29.1 MiB,186 MiB,9.87 MiB,25.2 MiB,92.1 MiB,101 MiB,538 MiB,11.6 MiB,25.8 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,603 MiB,893 MiB,905 MiB,902 MiB,747 MiB,33.1 MiB,123 MiB,34.6 MiB,9.65 MiB
2025-12-07 09:24:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,4.53 GiB,,,,,,,,,,,,1.22 GiB,24.9 MiB,66.1 MiB,8.44 GiB,23.2 MiB,570 MiB,19.0 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,591 MiB,159 MiB,162 MiB,533 MiB,175 MiB,168 MiB,29.3 MiB,186 MiB,9.72 MiB,24.8 MiB,91.1 MiB,101 MiB,538 MiB,12.9 MiB,25.8 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,602 MiB,891 MiB,903 MiB,897 MiB,793 MiB,33.1 MiB,123 MiB,34.7 MiB,9.58 MiB
2025-12-07 09:26:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,4.53 GiB,,,,,,,,,,,,1.22 GiB,23.1 MiB,66.1 MiB,8.44 GiB,18.1 MiB,585 MiB,19.2 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,611 MiB,159 MiB,162 MiB,533 MiB,175 MiB,168 MiB,29.5 MiB,186 MiB,9.81 MiB,23.0 MiB,91.7 MiB,101 MiB,538 MiB,12.4 MiB,25.9 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,603 MiB,892 MiB,900 MiB,896 MiB,793 MiB,33.1 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-07 09:28:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,4.53 GiB,,,,,,,,,,,,1.22 GiB,23.9 MiB,66.1 MiB,8.44 GiB,3.07 MiB,613 MiB,19.1 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,633 MiB,159 MiB,162 MiB,312 MiB,175 MiB,168 MiB,29.7 MiB,186 MiB,9.82 MiB,24.7 MiB,91.7 MiB,102 MiB,538 MiB,12.6 MiB,25.9 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,609 MiB,892 MiB,900 MiB,902 MiB,794 MiB,33.1 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-07 09:30:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,4.53 GiB,,,,,,,,,,,,1.22 GiB,24.9 MiB,66.1 MiB,8.44 GiB,11.8 MiB,606 MiB,19.0 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,156 MiB,159 MiB,162 MiB,312 MiB,175 MiB,168 MiB,29.9 MiB,186 MiB,9.94 MiB,24.3 MiB,88.9 MiB,102 MiB,538 MiB,12.0 MiB,25.9 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,608 MiB,892 MiB,901 MiB,902 MiB,794 MiB,33.1 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-07 09:32:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,4.53 GiB,,,,,,,,,,,,1.22 GiB,23.2 MiB,66.5 MiB,8.44 GiB,3.62 MiB,599 MiB,19.0 MiB,2.51 GiB,2.87 MiB,266 MiB,140 MiB,156 MiB,337 MiB,284 MiB,312 MiB,175 MiB,168 MiB,29.7 MiB,186 MiB,9.70 MiB,24.7 MiB,90.7 MiB,102 MiB,538 MiB,12.8 MiB,25.8 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,605 MiB,892 MiB,901 MiB,902 MiB,647 MiB,33.1 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-07 09:34:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,4.53 GiB,,,,,,,,,,,,1.22 GiB,24.4 MiB,66.1 MiB,8.44 GiB,3.04 MiB,604 MiB,19.0 MiB,2.51 GiB,2.87 MiB,266 MiB,140 MiB,156 MiB,373 MiB,375 MiB,312 MiB,175 MiB,168 MiB,29.6 MiB,186 MiB,9.84 MiB,25.2 MiB,90.3 MiB,103 MiB,538 MiB,12.9 MiB,24.9 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,605 MiB,889 MiB,906 MiB,901 MiB,770 MiB,33.1 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-07 09:36:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,4.53 GiB,,,,,,,,,,,,1.22 GiB,22.7 MiB,66.1 MiB,8.44 GiB,14.8 MiB,604 MiB,19.0 MiB,2.51 GiB,2.87 MiB,266 MiB,140 MiB,156 MiB,413 MiB,388 MiB,312 MiB,175 MiB,168 MiB,29.7 MiB,187 MiB,9.57 MiB,24.4 MiB,90.2 MiB,100 MiB,538 MiB,12.7 MiB,25.9 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,605 MiB,889 MiB,906 MiB,900 MiB,648 MiB,33.1 MiB,123 MiB,34.9 MiB,9.59 MiB
2025-12-07 09:38:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,4.53 GiB,,,,,,,,,,,,1.22 GiB,23.5 MiB,66.1 MiB,8.44 GiB,2.76 MiB,576 MiB,18.9 MiB,2.51 GiB,2.87 MiB,266 MiB,140 MiB,156 MiB,439 MiB,414 MiB,312 MiB,175 MiB,168 MiB,29.6 MiB,187 MiB,10.1 MiB,25.1 MiB,90.3 MiB,102 MiB,538 MiB,13.1 MiB,25.9 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,603 MiB,889 MiB,906 MiB,900 MiB,771 MiB,33.1 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-07 09:40:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,4.53 GiB,,,,,,,,,,,,1.22 GiB,21.7 MiB,66.1 MiB,8.44 GiB,2.57 MiB,616 MiB,18.9 MiB,2.51 GiB,2.87 MiB,266 MiB,140 MiB,156 MiB,436 MiB,438 MiB,312 MiB,175 MiB,168 MiB,29.6 MiB,186 MiB,9.97 MiB,25.1 MiB,91.1 MiB,102 MiB,538 MiB,12.7 MiB,25.0 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,603 MiB,903 MiB,904 MiB,919 MiB,788 MiB,33.1 MiB,123 MiB,34.6 MiB,9.58 MiB
2025-12-07 09:42:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,4.53 GiB,,,,,,,,,,,,1.22 GiB,23.0 MiB,66.1 MiB,8.44 GiB,2.89 MiB,614 MiB,19.1 MiB,2.51 GiB,2.87 MiB,266 MiB,140 MiB,156 MiB,451 MiB,459 MiB,312 MiB,175 MiB,168 MiB,29.4 MiB,187 MiB,10.2 MiB,24.0 MiB,88.3 MiB,102 MiB,538 MiB,12.7 MiB,25.4 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,603 MiB,902 MiB,904 MiB,912 MiB,789 MiB,33.1 MiB,123 MiB,34.8 MiB,9.58 MiB
2025-12-07 09:44:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,4.53 GiB,,,,,,,,,,,,1.22 GiB,23.8 MiB,66.1 MiB,8.44 GiB,3.09 MiB,607 MiB,18.9 MiB,2.51 GiB,2.87 MiB,266 MiB,140 MiB,156 MiB,464 MiB,476 MiB,312 MiB,175 MiB,168 MiB,29.7 MiB,187 MiB,10.1 MiB,24.4 MiB,88.9 MiB,101 MiB,538 MiB,13.0 MiB,26.8 MiB,59.5 MiB,70.4 MiB,44.4 MiB,44.0 MiB,603 MiB,899 MiB,904 MiB,911 MiB,786 MiB,33.1 MiB,123 MiB,34.8 MiB,9.58 MiB
2025-12-07 09:46:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,4.53 GiB,,,,,,,,,,,,1.22 GiB,25.6 MiB,66.1 MiB,8.44 GiB,2.82 MiB,586 MiB,19.2 MiB,2.51 GiB,2.87 MiB,266 MiB,140 MiB,156 MiB,481 MiB,489 MiB,312 MiB,175 MiB,168 MiB,30.0 MiB,187 MiB,9.91 MiB,24.9 MiB,92.3 MiB,100 MiB,538 MiB,12.7 MiB,25.6 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,604 MiB,899 MiB,910 MiB,910 MiB,784 MiB,33.1 MiB,123 MiB,34.8 MiB,9.58 MiB
2025-12-07 09:48:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,4.53 GiB,,,,,,,,,,,,1.22 GiB,24.1 MiB,66.1 MiB,8.44 GiB,3.30 MiB,567 MiB,19.2 MiB,2.51 GiB,2.87 MiB,266 MiB,140 MiB,156 MiB,159 MiB,500 MiB,312 MiB,175 MiB,168 MiB,29.6 MiB,186 MiB,9.68 MiB,24.0 MiB,90.2 MiB,103 MiB,538 MiB,12.7 MiB,25.7 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,603 MiB,899 MiB,910 MiB,906 MiB,647 MiB,33.1 MiB,123 MiB,34.8 MiB,9.58 MiB
2025-12-07 09:50:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,4.53 GiB,,,,,,,,,,,,1.22 GiB,24.8 MiB,66.1 MiB,8.44 GiB,2.79 MiB,546 MiB,19.1 MiB,2.51 GiB,2.87 MiB,266 MiB,140 MiB,156 MiB,159 MiB,510 MiB,312 MiB,175 MiB,168 MiB,29.6 MiB,186 MiB,9.84 MiB,24.6 MiB,91.1 MiB,100 MiB,538 MiB,13.1 MiB,23.5 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,603 MiB,900 MiB,910 MiB,904 MiB,770 MiB,33.1 MiB,123 MiB,34.8 MiB,9.58 MiB
2025-12-07 09:52:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,4.53 GiB,,,,,,,,,,,,1.22 GiB,25.1 MiB,66.1 MiB,8.44 GiB,2.79 MiB,572 MiB,19.0 MiB,2.51 GiB,2.87 MiB,266 MiB,140 MiB,156 MiB,159 MiB,163 MiB,312 MiB,175 MiB,168 MiB,29.5 MiB,186 MiB,9.74 MiB,25.1 MiB,91.4 MiB,95.0 MiB,538 MiB,12.8 MiB,23.6 MiB,59.9 MiB,70.1 MiB,44.4 MiB,44.0 MiB,608 MiB,899 MiB,912 MiB,904 MiB,779 MiB,33.1 MiB,123 MiB,34.8 MiB,9.58 MiB
2025-12-07 09:54:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,4.53 GiB,,,,,,,,,,,,1.22 GiB,24.2 MiB,66.1 MiB,8.44 GiB,2.78 MiB,554 MiB,19.2 MiB,2.51 GiB,2.87 MiB,266 MiB,140 MiB,156 MiB,159 MiB,163 MiB,312 MiB,175 MiB,168 MiB,29.6 MiB,187 MiB,9.98 MiB,22.8 MiB,89.5 MiB,96.5 MiB,538 MiB,13.0 MiB,24.9 MiB,59.9 MiB,70.1 MiB,44.4 MiB,44.0 MiB,609 MiB,898 MiB,911 MiB,904 MiB,648 MiB,33.1 MiB,123 MiB,34.8 MiB,9.58 MiB
2025-12-07 09:56:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,4.53 GiB,,,,,,,,,,,,1.22 GiB,24.6 MiB,66.1 MiB,8.44 GiB,3.29 MiB,553 MiB,19.2 MiB,2.51 GiB,2.87 MiB,266 MiB,140 MiB,156 MiB,159 MiB,163 MiB,312 MiB,175 MiB,168 MiB,29.7 MiB,187 MiB,9.63 MiB,24.2 MiB,91.6 MiB,103 MiB,538 MiB,12.8 MiB,24.8 MiB,59.9 MiB,70.1 MiB,44.4 MiB,25.1 MiB,606 MiB,897 MiB,905 MiB,928 MiB,768 MiB,33.1 MiB,123 MiB,34.8 MiB,9.58 MiB
2025-12-07 09:58:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,4.53 GiB,,,,,,,,,,,,1.22 GiB,25.4 MiB,66.2 MiB,8.44 GiB,2.54 MiB,566 MiB,19.0 MiB,2.51 GiB,2.87 MiB,266 MiB,140 MiB,156 MiB,159 MiB,163 MiB,312 MiB,175 MiB,168 MiB,29.4 MiB,187 MiB,9.74 MiB,24.6 MiB,90.6 MiB,103 MiB,538 MiB,12.8 MiB,25.2 MiB,59.9 MiB,70.1 MiB,44.4 MiB,44.0 MiB,606 MiB,897 MiB,905 MiB,924 MiB,786 MiB,33.1 MiB,123 MiB,34.8 MiB,9.64 MiB
2025-12-07 10:00:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,4.53 GiB,,,,,,,,,,,,1.22 GiB,24.8 MiB,66.1 MiB,8.44 GiB,9.86 MiB,561 MiB,18.9 MiB,2.51 GiB,2.87 MiB,266 MiB,140 MiB,156 MiB,159 MiB,163 MiB,312 MiB,175 MiB,168 MiB,29.6 MiB,187 MiB,9.96 MiB,24.4 MiB,90.3 MiB,103 MiB,538 MiB,12.9 MiB,25.9 MiB,59.9 MiB,70.1 MiB,44.4 MiB,44.0 MiB,605 MiB,902 MiB,905 MiB,921 MiB,747 MiB,33.1 MiB,123 MiB,34.8 MiB,9.58 MiB
2025-12-07 10:02:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,4.53 GiB,,,,,,,,,,,,1.22 GiB,25.6 MiB,66.1 MiB,8.44 GiB,5.80 MiB,563 MiB,19.2 MiB,2.51 GiB,2.87 MiB,266 MiB,140 MiB,156 MiB,159 MiB,163 MiB,312 MiB,175 MiB,168 MiB,29.6 MiB,187 MiB,9.76 MiB,22.7 MiB,90.1 MiB,99.3 MiB,538 MiB,13.1 MiB,25.9 MiB,59.9 MiB,70.1 MiB,44.4 MiB,44.0 MiB,605 MiB,896 MiB,904 MiB,917 MiB,647 MiB,33.1 MiB,123 MiB,34.8 MiB,9.83 MiB
2025-12-07 10:04:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,4.53 GiB,,,,,,,,,,,,1.22 GiB,24.8 MiB,66.1 MiB,8.44 GiB,2.82 MiB,566 MiB,19.1 MiB,2.51 GiB,2.87 MiB,266 MiB,140 MiB,156 MiB,159 MiB,163 MiB,312 MiB,175 MiB,168 MiB,29.5 MiB,187 MiB,9.79 MiB,24.6 MiB,90.4 MiB,103 MiB,538 MiB,12.0 MiB,24.8 MiB,59.9 MiB,70.1 MiB,44.4 MiB,44.0 MiB,605 MiB,896 MiB,902 MiB,915 MiB,748 MiB,33.1 MiB,123 MiB,34.8 MiB,9.58 MiB
2025-12-07 10:06:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,4.53 GiB,,,,,,,,,,,,1.22 GiB,24.0 MiB,66.1 MiB,8.44 GiB,16.3 MiB,544 MiB,19.1 MiB,2.51 GiB,2.87 MiB,266 MiB,140 MiB,156 MiB,159 MiB,163 MiB,312 MiB,175 MiB,168 MiB,29.5 MiB,187 MiB,9.66 MiB,25.1 MiB,92.6 MiB,104 MiB,536 MiB,13.1 MiB,25.4 MiB,59.9 MiB,70.1 MiB,44.4 MiB,44.0 MiB,627 MiB,895 MiB,710 MiB,915 MiB,785 MiB,33.1 MiB,123 MiB,34.8 MiB,9.58 MiB
2025-12-07 10:08:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,4.53 GiB,,,,,,,,,,,,1.22 GiB,22.2 MiB,66.1 MiB,8.44 GiB,3.03 MiB,528 MiB,19.2 MiB,2.51 GiB,2.87 MiB,266 MiB,140 MiB,156 MiB,159 MiB,163 MiB,312 MiB,175 MiB,168 MiB,29.7 MiB,187 MiB,9.95 MiB,24.1 MiB,91.0 MiB,104 MiB,537 MiB,13.2 MiB,26.0 MiB,59.9 MiB,70.1 MiB,44.4 MiB,44.0 MiB,625 MiB,895 MiB,773 MiB,930 MiB,747 MiB,33.1 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-07 10:10:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,4.53 GiB,,,,,,,,,,,,1.22 GiB,22.9 MiB,66.1 MiB,8.44 GiB,3.07 MiB,567 MiB,18.8 MiB,2.51 GiB,2.87 MiB,266 MiB,140 MiB,156 MiB,159 MiB,163 MiB,312 MiB,175 MiB,168 MiB,29.5 MiB,187 MiB,9.65 MiB,24.8 MiB,90.3 MiB,101 MiB,538 MiB,12.2 MiB,25.4 MiB,59.9 MiB,70.1 MiB,44.4 MiB,44.0 MiB,625 MiB,925 MiB,870 MiB,923 MiB,772 MiB,33.1 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-07 10:12:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,4.53 GiB,,,,,,,,,,,,1.22 GiB,24.4 MiB,66.1 MiB,8.44 GiB,2.82 MiB,580 MiB,18.9 MiB,2.51 GiB,2.87 MiB,266 MiB,140 MiB,156 MiB,159 MiB,163 MiB,312 MiB,175 MiB,452 MiB,29.3 MiB,187 MiB,9.78 MiB,22.9 MiB,91.3 MiB,103 MiB,538 MiB,12.7 MiB,24 MiB,59.9 MiB,70.1 MiB,44.4 MiB,44.0 MiB,622 MiB,919 MiB,882 MiB,923 MiB,749 MiB,33.1 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-07 10:14:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,4.53 GiB,,,,,,,,,,,,1.22 GiB,25.3 MiB,66.1 MiB,8.44 GiB,2.84 MiB,549 MiB,19.1 MiB,2.51 GiB,2.87 MiB,266 MiB,140 MiB,156 MiB,159 MiB,163 MiB,312 MiB,175 MiB,535 MiB,29.8 MiB,187 MiB,10.2 MiB,24.4 MiB,90.7 MiB,98.4 MiB,538 MiB,13.2 MiB,25.2 MiB,59.6 MiB,70.1 MiB,44.4 MiB,44.0 MiB,620 MiB,916 MiB,880 MiB,922 MiB,791 MiB,33.1 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-07 10:16:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,4.53 GiB,,,,,,,,,,,,1.22 GiB,25.2 MiB,66.1 MiB,8.44 GiB,2.56 MiB,557 MiB,19.1 MiB,2.51 GiB,2.87 MiB,266 MiB,140 MiB,156 MiB,159 MiB,163 MiB,312 MiB,175 MiB,622 MiB,29.6 MiB,187 MiB,9.71 MiB,24.0 MiB,89.9 MiB,97.3 MiB,538 MiB,12.8 MiB,25.6 MiB,59.8 MiB,70.1 MiB,44.4 MiB,44.0 MiB,618 MiB,913 MiB,878 MiB,921 MiB,805 MiB,33.1 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-07 10:18:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,4.53 GiB,,,,,,,,,,,,1.22 GiB,25.3 MiB,66.1 MiB,8.44 GiB,2.55 MiB,560 MiB,19.3 MiB,2.51 GiB,2.87 MiB,266 MiB,140 MiB,156 MiB,159 MiB,163 MiB,312 MiB,175 MiB,651 MiB,29.9 MiB,187 MiB,10.4 MiB,24.3 MiB,88.3 MiB,101 MiB,538 MiB,12.6 MiB,25.6 MiB,59.8 MiB,70.1 MiB,44.4 MiB,44.0 MiB,617 MiB,913 MiB,877 MiB,918 MiB,748 MiB,33.1 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-07 10:20:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,4.53 GiB,,,,,,,,,,,,1.22 GiB,25.0 MiB,66.1 MiB,8.44 GiB,2.80 MiB,562 MiB,19.2 MiB,2.51 GiB,2.87 MiB,266 MiB,140 MiB,156 MiB,159 MiB,163 MiB,312 MiB,175 MiB,652 MiB,29.7 MiB,187 MiB,9.92 MiB,24.5 MiB,90.4 MiB,101 MiB,538 MiB,12.2 MiB,25.7 MiB,59.8 MiB,70.1 MiB,44.4 MiB,44.0 MiB,616 MiB,911 MiB,876 MiB,917 MiB,776 MiB,33.1 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-07 10:22:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,4.53 GiB,,,,,,,,,,,,1.22 GiB,25.5 MiB,66.1 MiB,8.44 GiB,4.98 MiB,586 MiB,18.7 MiB,2.51 GiB,2.87 MiB,266 MiB,140 MiB,156 MiB,159 MiB,163 MiB,312 MiB,175 MiB,651 MiB,29.6 MiB,186 MiB,9.72 MiB,24.8 MiB,90.5 MiB,102 MiB,538 MiB,13.2 MiB,25.7 MiB,59.8 MiB,70.1 MiB,44.4 MiB,44.0 MiB,616 MiB,909 MiB,876 MiB,914 MiB,770 MiB,33.1 MiB,123 MiB,34.6 MiB,9.58 MiB
2025-12-07 10:24:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,4.53 GiB,,,,,,,,,,,,1.22 GiB,24.0 MiB,66.1 MiB,8.44 GiB,2.90 MiB,571 MiB,19.2 MiB,2.51 GiB,2.87 MiB,266 MiB,140 MiB,156 MiB,159 MiB,163 MiB,312 MiB,175 MiB,673 MiB,29.8 MiB,186 MiB,9.73 MiB,25.1 MiB,90.6 MiB,101 MiB,538 MiB,13.2 MiB,25.9 MiB,59.8 MiB,70.1 MiB,44.4 MiB,44.0 MiB,615 MiB,907 MiB,882 MiB,913 MiB,649 MiB,33.1 MiB,123 MiB,34.9 MiB,9.83 MiB
2025-12-07 10:26:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,4.53 GiB,,,,,,,,,,,,1.22 GiB,23.6 MiB,66.1 MiB,8.44 GiB,2.80 MiB,582 MiB,19.0 MiB,2.51 GiB,2.87 MiB,266 MiB,140 MiB,156 MiB,159 MiB,163 MiB,312 MiB,175 MiB,753 MiB,29.7 MiB,186 MiB,9.86 MiB,25.2 MiB,90.2 MiB,103 MiB,538 MiB,12.9 MiB,25.9 MiB,59.8 MiB,70.1 MiB,44.4 MiB,44.0 MiB,614 MiB,903 MiB,888 MiB,912 MiB,749 MiB,33.1 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-07 10:28:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,4.53 GiB,,,,,,,,,,,,1.22 GiB,25.4 MiB,66.1 MiB,8.44 GiB,2.56 MiB,569 MiB,19.1 MiB,2.51 GiB,2.87 MiB,266 MiB,140 MiB,156 MiB,159 MiB,163 MiB,312 MiB,175 MiB,880 MiB,29.5 MiB,187 MiB,9.98 MiB,24.1 MiB,94.1 MiB,100 MiB,538 MiB,12.0 MiB,24.6 MiB,59.8 MiB,70.1 MiB,44.4 MiB,44.0 MiB,614 MiB,903 MiB,898 MiB,912 MiB,787 MiB,33.1 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-07 10:30:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,4.53 GiB,,,,,,,,,,,,1.22 GiB,26.7 MiB,66.1 MiB,8.44 GiB,2.81 MiB,578 MiB,19.0 MiB,2.51 GiB,2.87 MiB,266 MiB,140 MiB,156 MiB,159 MiB,163 MiB,312 MiB,175 MiB,881 MiB,29.6 MiB,186 MiB,9.76 MiB,24.0 MiB,90.8 MiB,102 MiB,538 MiB,13.3 MiB,24.8 MiB,59.8 MiB,70.1 MiB,44.4 MiB,44.0 MiB,424 MiB,901 MiB,896 MiB,911 MiB,771 MiB,33.1 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-07 10:32:00,61.8 GiB,3.31 GiB,2.98 MiB,,,,,,4.53 GiB,,,,,,,,,,,,1.22 GiB,22.2 MiB,66.1 MiB,8.44 GiB,3.29 MiB,555 MiB,19.2 MiB,2.51 GiB,2.87 MiB,266 MiB,140 MiB,156 MiB,159 MiB,163 MiB,312 MiB,175 MiB,881 MiB,29.6 MiB,186 MiB,9.92 MiB,24.9 MiB,88.5 MiB,102 MiB,538 MiB,12.1 MiB,24.0 MiB,59.8 MiB,70.1 MiB,44.4 MiB,44.0 MiB,487 MiB,901 MiB,897 MiB,911 MiB,782 MiB,33.1 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-07 10:34:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,4.53 GiB,,,,,,,,,,,,1.22 GiB,24.2 MiB,66.1 MiB,8.44 GiB,3.05 MiB,571 MiB,19.2 MiB,2.51 GiB,2.87 MiB,266 MiB,140 MiB,156 MiB,159 MiB,163 MiB,312 MiB,175 MiB,881 MiB,29.9 MiB,186 MiB,9.70 MiB,24.0 MiB,91.7 MiB,102 MiB,538 MiB,13.2 MiB,25.0 MiB,59.8 MiB,70.1 MiB,44.4 MiB,44.0 MiB,572 MiB,900 MiB,895 MiB,911 MiB,649 MiB,33.1 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-07 10:36:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,4.53 GiB,,,,,,,,,,,,1.22 GiB,25.8 MiB,66.1 MiB,8.44 GiB,2.55 MiB,579 MiB,18.7 MiB,2.51 GiB,2.87 MiB,266 MiB,140 MiB,156 MiB,159 MiB,163 MiB,312 MiB,175 MiB,867 MiB,29.6 MiB,187 MiB,9.95 MiB,24.2 MiB,90.8 MiB,100 MiB,538 MiB,13.3 MiB,25.7 MiB,59.8 MiB,70.1 MiB,44.4 MiB,44.0 MiB,572 MiB,899 MiB,895 MiB,911 MiB,771 MiB,33.1 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-07 10:38:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,4.54 GiB,,,,,,,,,,,,1.22 GiB,26.0 MiB,66.1 MiB,8.44 GiB,2.52 MiB,580 MiB,18.9 MiB,2.51 GiB,2.87 MiB,266 MiB,140 MiB,156 MiB,159 MiB,163 MiB,312 MiB,175 MiB,965 MiB,29.7 MiB,186 MiB,10.2 MiB,24.5 MiB,91.1 MiB,105 MiB,538 MiB,12.7 MiB,25.7 MiB,59.8 MiB,70.1 MiB,44.4 MiB,44.0 MiB,587 MiB,899 MiB,895 MiB,909 MiB,648 MiB,33.1 MiB,123 MiB,34.9 MiB,9.58 MiB
