Time,max capacity,pod_1,pod_2,pod_3,pod_4,pod_6,pod_7,pod_9,pod_10,pod_11,pod_12,pod_13,pod_15,pod_16,pod_17,pod_18,pod_19,pod_20,pod_21,pod_22,pod_23,pod_24,pod_25,pod_26,pod_27,pod_28,pod_29,pod_30,pod_31,pod_32,pod_33,pod_34,pod_35,pod_36,pod_37,pod_38,pod_39,pod_40,pod_41,pod_42,pod_43,pod_44,pod_45,pod_46,pod_47,pod_48,pod_49,pod_50,pod_51,pod_52,pod_53,pod_54,pod_55,pod_56,pod_57,pod_58,pod_59,pod_60,pod_61
2025-12-07 22:26:00,61.8 GiB,3.32 GiB,2.73 MiB,,,,,,,,,,2.58 MiB,,,,,,,,1.22 GiB,23.7 MiB,66.6 MiB,8.44 GiB,2.59 MiB,655 MiB,19.1 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,319 MiB,175 MiB,532 MiB,29.5 MiB,187 MiB,9.64 MiB,24.7 MiB,91.2 MiB,104 MiB,546 MiB,13.3 MiB,25.6 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,640 MiB,932 MiB,929 MiB,918 MiB,758 MiB,33.4 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-07 22:28:00,61.8 GiB,3.32 GiB,2.73 MiB,,,,,,,,,,,,,,,,,,1.22 GiB,23.2 MiB,67.3 MiB,8.44 GiB,2.76 MiB,654 MiB,19.3 MiB,2.51 GiB,3.13 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,319 MiB,175 MiB,600 MiB,29.6 MiB,187 MiB,10.2 MiB,25.8 MiB,93.9 MiB,103 MiB,546 MiB,12.6 MiB,27.4 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,639 MiB,931 MiB,930 MiB,919 MiB,757 MiB,33.5 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-07 22:30:00,61.8 GiB,3.32 GiB,2.98 MiB,,,,,,,,,,,,,,,,,,1.22 GiB,23.2 MiB,67.3 MiB,8.44 GiB,3.27 MiB,591 MiB,19.0 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,319 MiB,175 MiB,598 MiB,29.7 MiB,187 MiB,9.91 MiB,26.0 MiB,91.2 MiB,104 MiB,546 MiB,13.4 MiB,25.8 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,639 MiB,931 MiB,929 MiB,919 MiB,656 MiB,33.5 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-07 22:32:00,61.8 GiB,3.32 GiB,2.73 MiB,,,,,,,,3.21 GiB,3.49 GiB,,,,,,,4.65 MiB,,1.22 GiB,23.7 MiB,67.3 MiB,8.44 GiB,2.51 MiB,591 MiB,19.1 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,319 MiB,175 MiB,638 MiB,29.6 MiB,187 MiB,10.1 MiB,24.1 MiB,94.0 MiB,101 MiB,546 MiB,13.8 MiB,26.7 MiB,59.5 MiB,70.2 MiB,44.4 MiB,44.0 MiB,639 MiB,931 MiB,928 MiB,919 MiB,757 MiB,33.5 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-07 22:34:00,61.8 GiB,3.32 GiB,2.73 MiB,,,,,,,,3.58 GiB,3.59 GiB,,,,,,,5.73 MiB,,1.22 GiB,23.7 MiB,67.3 MiB,8.44 GiB,2.48 MiB,596 MiB,19.1 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,319 MiB,175 MiB,638 MiB,29.6 MiB,187 MiB,9.93 MiB,24.1 MiB,94.4 MiB,98.2 MiB,546 MiB,13.4 MiB,27.4 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,638 MiB,927 MiB,928 MiB,918 MiB,777 MiB,33.5 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-07 22:36:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,3.60 GiB,3.60 GiB,,,,,,,7.08 MiB,,1.22 GiB,23.9 MiB,65.9 MiB,8.44 GiB,2.77 MiB,597 MiB,19.0 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,319 MiB,175 MiB,639 MiB,29.6 MiB,187 MiB,9.95 MiB,22.9 MiB,91.6 MiB,99.3 MiB,546 MiB,13.1 MiB,26.4 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,636 MiB,927 MiB,928 MiB,920 MiB,792 MiB,33.5 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-07 22:38:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,3.63 GiB,3.62 GiB,,,,,,,7.96 MiB,,1.22 GiB,23.9 MiB,65.9 MiB,8.44 GiB,2.50 MiB,568 MiB,19.2 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,319 MiB,175 MiB,639 MiB,29.5 MiB,187 MiB,9.71 MiB,24.5 MiB,92.6 MiB,101 MiB,546 MiB,13.4 MiB,26.5 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,636 MiB,926 MiB,928 MiB,919 MiB,655 MiB,33.5 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-07 22:40:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,3.63 GiB,3.64 GiB,,,,,,,8.95 MiB,,1.22 GiB,23.9 MiB,65.9 MiB,8.44 GiB,2.53 MiB,569 MiB,19.2 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,319 MiB,175 MiB,682 MiB,29.5 MiB,187 MiB,10.1 MiB,24.4 MiB,92.5 MiB,102 MiB,546 MiB,13.5 MiB,27.1 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,643 MiB,926 MiB,928 MiB,919 MiB,794 MiB,33.5 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-07 22:42:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,3.64 GiB,3.65 GiB,,,,,,,10.2 MiB,,1.22 GiB,24.5 MiB,65.9 MiB,8.44 GiB,2.48 MiB,489 MiB,19.0 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,319 MiB,175 MiB,751 MiB,29.5 MiB,187 MiB,10.2 MiB,24.9 MiB,92.4 MiB,102 MiB,546 MiB,13.3 MiB,27.1 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,641 MiB,926 MiB,928 MiB,919 MiB,656 MiB,33.5 MiB,123 MiB,34.5 MiB,9.58 MiB
2025-12-07 22:44:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,3.64 GiB,3.65 GiB,,,,,,,10.8 MiB,,1.22 GiB,25.2 MiB,65.9 MiB,8.44 GiB,2.47 MiB,489 MiB,18.8 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,319 MiB,175 MiB,876 MiB,29.9 MiB,187 MiB,10.3 MiB,25.3 MiB,93.8 MiB,102 MiB,547 MiB,13.2 MiB,27.1 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,640 MiB,926 MiB,928 MiB,919 MiB,781 MiB,33.5 MiB,123 MiB,34.8 MiB,9.58 MiB
2025-12-07 22:46:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,3.64 GiB,3.65 GiB,,,,,,,10.9 MiB,,1.22 GiB,23.2 MiB,65.9 MiB,8.44 GiB,2.45 MiB,490 MiB,19.0 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,319 MiB,175 MiB,876 MiB,29.7 MiB,187 MiB,9.92 MiB,24.3 MiB,92.6 MiB,102 MiB,547 MiB,13.2 MiB,26.8 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,639 MiB,927 MiB,928 MiB,919 MiB,790 MiB,33.5 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-07 22:48:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,3.64 GiB,3.65 GiB,,,,,,,10.9 MiB,,1.22 GiB,23.4 MiB,65.9 MiB,8.44 GiB,2.71 MiB,491 MiB,19.1 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,319 MiB,175 MiB,876 MiB,29.6 MiB,188 MiB,9.74 MiB,24.7 MiB,93.0 MiB,103 MiB,547 MiB,13.1 MiB,26.9 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,638 MiB,926 MiB,927 MiB,919 MiB,790 MiB,33.5 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-07 22:50:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,3.64 GiB,3.65 GiB,,,,,,,11.2 MiB,,1.22 GiB,23.4 MiB,65.9 MiB,8.44 GiB,2.76 MiB,514 MiB,19.1 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,319 MiB,175 MiB,876 MiB,30.2 MiB,187 MiB,9.87 MiB,22.9 MiB,92.9 MiB,101 MiB,547 MiB,13.3 MiB,24.2 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,638 MiB,927 MiB,926 MiB,919 MiB,790 MiB,33.5 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-07 22:52:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,3.64 GiB,3.65 GiB,,,,,,,11.6 MiB,,1.22 GiB,22.3 MiB,65.9 MiB,8.44 GiB,2.79 MiB,523 MiB,19.0 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,319 MiB,175 MiB,881 MiB,29.6 MiB,187 MiB,9.70 MiB,24.5 MiB,92.4 MiB,104 MiB,547 MiB,14.5 MiB,25.4 MiB,59.5 MiB,70.2 MiB,44.4 MiB,44.0 MiB,638 MiB,927 MiB,938 MiB,919 MiB,757 MiB,33.5 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-07 22:54:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,3.64 GiB,3.65 GiB,,,,,,,12.7 MiB,,1.22 GiB,22.6 MiB,65.9 MiB,8.44 GiB,2.50 MiB,529 MiB,19.1 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,319 MiB,175 MiB,936 MiB,29.7 MiB,188 MiB,9.77 MiB,23.7 MiB,91.4 MiB,103 MiB,547 MiB,13.5 MiB,26.6 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,638 MiB,927 MiB,935 MiB,919 MiB,798 MiB,33.5 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-07 22:56:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,3.64 GiB,3.65 GiB,,,,,,,12.7 MiB,,1.22 GiB,24.2 MiB,65.9 MiB,8.44 GiB,2.48 MiB,461 MiB,19.2 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,319 MiB,175 MiB,1.02 GiB,29.6 MiB,187 MiB,9.93 MiB,24.1 MiB,92.4 MiB,101 MiB,547 MiB,13.3 MiB,26.4 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,638 MiB,927 MiB,935 MiB,918 MiB,799 MiB,33.5 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-07 22:58:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,3.64 GiB,3.65 GiB,,,,,,,12.8 MiB,,1.22 GiB,23.3 MiB,66.0 MiB,8.44 GiB,3.22 MiB,454 MiB,19.0 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,319 MiB,175 MiB,1.12 GiB,29.8 MiB,188 MiB,9.75 MiB,23.0 MiB,92.7 MiB,101 MiB,547 MiB,12.6 MiB,26.0 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,638 MiB,927 MiB,935 MiB,918 MiB,655 MiB,33.5 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-07 23:00:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,3.64 GiB,3.65 GiB,,,,,,,13.2 MiB,,1.22 GiB,24.9 MiB,66.0 MiB,8.44 GiB,2.73 MiB,458 MiB,19.1 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,319 MiB,175 MiB,1.14 GiB,29.6 MiB,188 MiB,9.81 MiB,24.3 MiB,93.2 MiB,104 MiB,547 MiB,13.2 MiB,24.2 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,638 MiB,927 MiB,935 MiB,918 MiB,804 MiB,33.5 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-07 23:02:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,3.64 GiB,3.66 GiB,,,,,,,13.6 MiB,,1.22 GiB,22.4 MiB,66.0 MiB,8.44 GiB,2.71 MiB,467 MiB,19.1 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,319 MiB,175 MiB,1.14 GiB,29.8 MiB,188 MiB,9.94 MiB,24.1 MiB,92.1 MiB,105 MiB,547 MiB,13.2 MiB,24.6 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,638 MiB,927 MiB,933 MiB,918 MiB,805 MiB,33.5 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-07 23:04:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,3.64 GiB,3.66 GiB,,,,,,,14.3 MiB,,1.22 GiB,23.0 MiB,66.0 MiB,8.44 GiB,2.72 MiB,483 MiB,19.1 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,339 MiB,159 MiB,163 MiB,498 MiB,355 MiB,1.14 GiB,29.5 MiB,187 MiB,10.1 MiB,24.9 MiB,93.2 MiB,105 MiB,547 MiB,12.9 MiB,25.2 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,638 MiB,927 MiB,932 MiB,938 MiB,785 MiB,33.5 MiB,123 MiB,34.9 MiB,9.58 MiB
2025-12-07 23:06:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,3.64 GiB,3.66 GiB,,,,,,,14.1 MiB,,1.22 GiB,24.5 MiB,66.0 MiB,8.44 GiB,2.73 MiB,504 MiB,19.0 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,384 MiB,159 MiB,163 MiB,526 MiB,377 MiB,1.16 GiB,29.4 MiB,188 MiB,9.75 MiB,24.3 MiB,94.2 MiB,104 MiB,547 MiB,11.9 MiB,25.3 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,635 MiB,926 MiB,937 MiB,934 MiB,756 MiB,33.5 MiB,123 MiB,34.8 MiB,9.58 MiB
2025-12-07 23:08:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,3.64 GiB,3.66 GiB,,,,,,,14.3 MiB,,1.22 GiB,24.6 MiB,66.0 MiB,8.44 GiB,3.01 MiB,512 MiB,19.1 MiB,2.51 GiB,3.13 MiB,266 MiB,140 MiB,421 MiB,159 MiB,163 MiB,536 MiB,409 MiB,1.22 GiB,29.8 MiB,188 MiB,9.83 MiB,24.8 MiB,93.4 MiB,102 MiB,547 MiB,13.0 MiB,26.3 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,635 MiB,926 MiB,936 MiB,930 MiB,756 MiB,33.5 MiB,123 MiB,35.0 MiB,9.58 MiB
2025-12-07 23:10:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,3.65 GiB,3.66 GiB,,,,,,,14.7 MiB,,1.22 GiB,24.7 MiB,66 MiB,8.44 GiB,3.01 MiB,510 MiB,18.9 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,443 MiB,159 MiB,163 MiB,548 MiB,416 MiB,1.28 GiB,29.6 MiB,188 MiB,9.96 MiB,24.9 MiB,92.4 MiB,103 MiB,547 MiB,13.5 MiB,24.5 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,636 MiB,926 MiB,936 MiB,930 MiB,791 MiB,33.5 MiB,123 MiB,34.8 MiB,9.58 MiB
2025-12-07 23:12:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,3.65 GiB,3.66 GiB,,,,,,,15.0 MiB,,1.22 GiB,24.7 MiB,66.0 MiB,8.44 GiB,2.96 MiB,446 MiB,19.2 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,467 MiB,159 MiB,163 MiB,545 MiB,523 MiB,1.28 GiB,29.6 MiB,187 MiB,9.66 MiB,23.0 MiB,92.5 MiB,104 MiB,547 MiB,13.2 MiB,25.3 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,636 MiB,926 MiB,934 MiB,930 MiB,792 MiB,33.5 MiB,123 MiB,35.0 MiB,9.58 MiB
2025-12-07 23:14:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,3.65 GiB,3.66 GiB,,,,,,,15.4 MiB,,1.22 GiB,22.7 MiB,66.0 MiB,8.44 GiB,2.75 MiB,438 MiB,19.2 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,497 MiB,159 MiB,163 MiB,542 MiB,647 MiB,1.28 GiB,29.8 MiB,187 MiB,9.67 MiB,24.3 MiB,92.4 MiB,104 MiB,547 MiB,13.3 MiB,25.9 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,635 MiB,926 MiB,934 MiB,930 MiB,792 MiB,33.5 MiB,123 MiB,35.0 MiB,9.58 MiB
2025-12-07 23:16:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,3.65 GiB,3.67 GiB,,,,,,,15.4 MiB,,1.22 GiB,22.3 MiB,66.0 MiB,8.44 GiB,2.73 MiB,438 MiB,19.2 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,537 MiB,159 MiB,163 MiB,543 MiB,609 MiB,1.28 GiB,30.0 MiB,187 MiB,9.89 MiB,24.1 MiB,91.7 MiB,104 MiB,541 MiB,13.9 MiB,24.6 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,635 MiB,926 MiB,934 MiB,930 MiB,655 MiB,33.5 MiB,123 MiB,35.0 MiB,9.58 MiB
2025-12-07 23:18:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,3.65 GiB,3.67 GiB,,,,,,,15.5 MiB,,1.22 GiB,22.3 MiB,66.0 MiB,8.44 GiB,2.50 MiB,449 MiB,19.2 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,561 MiB,159 MiB,163 MiB,543 MiB,175 MiB,1.29 GiB,29.7 MiB,188 MiB,10.1 MiB,24.5 MiB,92.7 MiB,102 MiB,541 MiB,13.3 MiB,24.8 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,635 MiB,932 MiB,935 MiB,928 MiB,780 MiB,33.4 MiB,123 MiB,35.0 MiB,9.83 MiB
2025-12-07 23:20:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,3.65 GiB,3.67 GiB,,,,,,,16.6 MiB,,1.22 GiB,23.0 MiB,66.0 MiB,8.44 GiB,2.50 MiB,453 MiB,19.2 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,582 MiB,159 MiB,163 MiB,543 MiB,175 MiB,1.29 GiB,29.7 MiB,188 MiB,9.74 MiB,22.9 MiB,92.9 MiB,105 MiB,542 MiB,13.3 MiB,25.1 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,635 MiB,931 MiB,934 MiB,928 MiB,790 MiB,33.4 MiB,123 MiB,35.0 MiB,9.66 MiB
2025-12-07 23:22:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,3.65 GiB,3.67 GiB,,,,,,,17.1 MiB,,1.22 GiB,23.7 MiB,66.0 MiB,8.44 GiB,2.55 MiB,467 MiB,19.1 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,597 MiB,159 MiB,163 MiB,543 MiB,175 MiB,1.29 GiB,29.6 MiB,188 MiB,9.77 MiB,24.3 MiB,89.6 MiB,104 MiB,542 MiB,13.6 MiB,26.1 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,635 MiB,930 MiB,933 MiB,927 MiB,798 MiB,33.4 MiB,123 MiB,34.6 MiB,9.58 MiB
2025-12-07 23:24:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,3.65 GiB,3.67 GiB,,,,,,,17.1 MiB,,1.22 GiB,23.7 MiB,66.0 MiB,8.44 GiB,2.54 MiB,468 MiB,19.2 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,612 MiB,159 MiB,163 MiB,543 MiB,175 MiB,1.29 GiB,29.7 MiB,187 MiB,9.67 MiB,25.0 MiB,92.6 MiB,104 MiB,542 MiB,12.6 MiB,25.7 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,635 MiB,930 MiB,933 MiB,928 MiB,794 MiB,33.4 MiB,123 MiB,34.8 MiB,9.58 MiB
2025-12-07 23:26:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,3.65 GiB,3.67 GiB,,,,,,,17.1 MiB,,1.22 GiB,22.3 MiB,66.0 MiB,8.44 GiB,2.82 MiB,462 MiB,19.2 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,634 MiB,159 MiB,163 MiB,320 MiB,175 MiB,1.30 GiB,29.7 MiB,188 MiB,9.75 MiB,24.2 MiB,92.4 MiB,103 MiB,542 MiB,13.3 MiB,25.8 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,635 MiB,930 MiB,939 MiB,927 MiB,793 MiB,33.4 MiB,123 MiB,34.8 MiB,9.58 MiB
2025-12-07 23:28:00,61.8 GiB,3.31 GiB,2.98 MiB,,,,,,,,3.65 GiB,3.67 GiB,,,,,,,17.7 MiB,,1.22 GiB,22.3 MiB,66.0 MiB,8.44 GiB,2.60 MiB,434 MiB,19.0 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,653 MiB,159 MiB,163 MiB,320 MiB,175 MiB,1.30 GiB,29.8 MiB,187 MiB,10.1 MiB,24.2 MiB,91.2 MiB,103 MiB,542 MiB,13.5 MiB,26.6 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,634 MiB,929 MiB,937 MiB,927 MiB,792 MiB,33.4 MiB,123 MiB,34.8 MiB,9.58 MiB
2025-12-07 23:30:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,3.65 GiB,3.67 GiB,,,,,,,18.0 MiB,,1.22 GiB,23.6 MiB,66.0 MiB,8.44 GiB,2.61 MiB,439 MiB,19.2 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,320 MiB,175 MiB,1.30 GiB,29.7 MiB,188 MiB,9.89 MiB,24.3 MiB,93.2 MiB,104 MiB,542 MiB,12.4 MiB,26.4 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,634 MiB,929 MiB,937 MiB,925 MiB,811 MiB,33.4 MiB,123 MiB,34.8 MiB,9.58 MiB
2025-12-07 23:32:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,3.65 GiB,3.67 GiB,,,,,,,18.3 MiB,,1.22 GiB,22.2 MiB,66.0 MiB,8.44 GiB,3.08 MiB,445 MiB,18.7 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,320 MiB,175 MiB,1.30 GiB,29.5 MiB,188 MiB,9.69 MiB,25.2 MiB,91.3 MiB,105 MiB,542 MiB,13.4 MiB,25.9 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,634 MiB,929 MiB,935 MiB,924 MiB,757 MiB,33.4 MiB,123 MiB,34.8 MiB,9.58 MiB
2025-12-07 23:34:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,3.65 GiB,3.67 GiB,,,,,,,19.4 MiB,,1.22 GiB,24.2 MiB,66.0 MiB,8.44 GiB,2.82 MiB,445 MiB,18.9 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,320 MiB,175 MiB,1.33 GiB,29.5 MiB,188 MiB,9.87 MiB,24.3 MiB,89.7 MiB,104 MiB,542 MiB,11.8 MiB,25.3 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,634 MiB,929 MiB,935 MiB,924 MiB,793 MiB,33.4 MiB,123 MiB,34.8 MiB,9.58 MiB
2025-12-07 23:36:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,3.65 GiB,3.67 GiB,,,,,,,19.5 MiB,,1.22 GiB,24.8 MiB,66.0 MiB,8.44 GiB,2.84 MiB,463 MiB,19.2 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,320 MiB,175 MiB,1.33 GiB,29.7 MiB,188 MiB,9.65 MiB,23.1 MiB,93.3 MiB,104 MiB,542 MiB,13.6 MiB,25.4 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,634 MiB,930 MiB,960 MiB,944 MiB,757 MiB,33.4 MiB,123 MiB,34.8 MiB,9.58 MiB
2025-12-07 23:38:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,3.65 GiB,3.67 GiB,,,,,,,19.9 MiB,,1.22 GiB,24.9 MiB,66.0 MiB,8.44 GiB,2.55 MiB,472 MiB,19.0 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,320 MiB,175 MiB,1.33 GiB,29.6 MiB,188 MiB,9.80 MiB,24.2 MiB,92.7 MiB,103 MiB,542 MiB,13.3 MiB,26.7 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,634 MiB,928 MiB,956 MiB,943 MiB,788 MiB,33.4 MiB,123 MiB,34.8 MiB,9.58 MiB
2025-12-07 23:40:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,3.65 GiB,3.67 GiB,,,,,,,19.8 MiB,,1.22 GiB,25.0 MiB,66.0 MiB,8.44 GiB,2.57 MiB,482 MiB,19.3 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,320 MiB,175 MiB,1.30 GiB,29.5 MiB,187 MiB,10.2 MiB,24.8 MiB,93.2 MiB,102 MiB,543 MiB,12.6 MiB,26.7 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,634 MiB,928 MiB,952 MiB,942 MiB,808 MiB,33.4 MiB,123 MiB,34.8 MiB,9.58 MiB
2025-12-07 23:42:00,61.8 GiB,3.31 GiB,2.73 MiB,,,,,,,,3.65 GiB,3.67 GiB,,,,,,,20.3 MiB,,1.22 GiB,25.8 MiB,66.0 MiB,8.44 GiB,3.09 MiB,465 MiB,19.0 MiB,2.51 GiB,2.88 MiB,266 MiB,140 MiB,157 MiB,159 MiB,163 MiB,320 MiB,175 MiB,1.35 GiB,29.6 MiB,187 MiB,9.93 MiB,23.0 MiB,93.6 MiB,102 MiB,542 MiB,12.9 MiB,26.7 MiB,59.5 MiB,70.1 MiB,44.4 MiB,44.0 MiB,634 MiB,927 MiB,949 MiB,943 MiB,808 MiB,33.4 MiB,123 MiB,34.8 MiB,9.58 MiB
